% Model:              phononic_alp0(thickness200,r85,isotrope,full_FBZ).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 3 2024, 18:46
% Dimension:          1
% Nodes:              14641
% Expressions:        8
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
6283185.307179586,3.4885817344353013E9,5.949586282798301E9,7.907941137415957E9,9.795861522712553E9,1.094798342154622E10,1.215074064540363E10,1.455477216273881E10,1.7640762176882782E10
6283185.307179586,3.606157597005941E9,5.988869884740577E9,8.058929063771177E9,9.797953708835735E9,1.0894854415325535E10,1.2193636915964058E10,1.4463457532337229E10,1.7622438007175106E10
6283185.307179586,3.7261336536134763E9,6.024760223006981E9,8.202195528654919E9,9.799899442830849E9,1.0850317980977455E10,1.223239070777971E10,1.4372555470749624E10,1.760401156925987E10
6283185.307179586,3.8482149294019876E9,6.058134230377873E9,8.334800501821493E9,9.801552280214102E9,1.0816351107449045E10,1.2266887179320496E10,1.4282258400608854E10,1.758584334379232E10
6283185.307179586,3.9721083838164034E9,6.089675120764556E9,8.453829742516217E9,9.80275691251135E9,1.0795087989140667E10,1.229705686190293E10,1.4192762091880219E10,1.756819775131934E10
6283185.307179586,4.097522343113897E9,6.1199164212164345E9,8.556542470986179E9,9.803349043756716E9,1.0788627870201733E10,1.2322879138015207E10,1.410426500920229E10,1.7551274901268818E10
6283185.307179586,4.224165515512615E9,6.14927643186582E9,8.640649177589966E9,9.803155629219904E9,1.0798722597031881E10,1.234438534164501E10,1.4016967113244087E10,1.753523000079495E10
6283185.307179586,4.351745624206311E9,6.1780843116274805E9,8.704667260487877E9,9.801995607217724E9,1.0826394996342157E10,1.2361661375595602E10,1.3931068066665592E10,1.7520185196207706E10
6283185.307179586,4.479967678126378E9,6.206599442756047E9,8.748220576359283E9,9.799681279335817E9,1.0871620351297592E10,1.2374849715147797E10,1.3846764834558968E10,1.750623676168938E10
6283185.307179586,4.608531885502327E9,6.235025607058004E9,8.772126301444925E9,9.796020517208788E9,1.093322605689571E10,1.2384150624561317E10,1.376424873075398E10,1.7493459383726025E10
6283185.307179586,4.737131201316686E9,6.263521215153695E9,8.778205144962553E9,9.790819991073826E9,1.1009072180451197E10,1.238982235308596E10,1.3683702045361456E10,1.748190860129944E10
6283185.307179586,4.865448487017719E9,6.29220653002207E9,8.768900555108103E9,9.78388962098542E9,1.1096426349749182E10,1.239218000767654E10,1.3605294490063921E10,1.7471622061336266E10
6283185.307179586,4.993153249907902E9,6.321168570380278E9,8.746871052627022E9,9.775048438835838E9,1.1192368143406256E10,1.2391592737053932E10,1.3529179802970173E10,1.746262001898697E10
6283185.307179586,5.119897921444069E9,6.35046417726887E9,8.714681622582422E9,9.764132010468103E9,1.1294096551928806E10,1.2388478831612593E10,1.34554929435158E10,1.7454905380540367E10
6283185.307179586,5.245313630019011E9,6.380121572244233E9,8.674632182530024E9,9.75100149513915E9,1.1399102129450548E10,1.2383298375853884E10,1.3384348354422113E10,1.7448463512352745E10
6283185.307179586,5.369005427559107E9,6.410140618237111E9,8.628698539112318E9,9.735554309867474E9,1.1505228161189163E10,1.2376543209221273E10,1.331583974914847E10,1.744326199781931E10
6283185.307179586,5.490546945190646E9,6.440491906322742E9,8.578542393855338E9,9.717736218880579E9,1.161066409095572E10,1.2368724164104605E10,1.3250041789235588E10,1.743925050106327E10
6283185.307179586,5.60947448856658E9,6.471114728660253E9,8.52555407860199E9,9.697554489480652E9,1.171390737726619E10,1.2360355833537746E10,1.3187013857717257E10,1.743636088083628E10
6283185.307179586,5.725280648933472E9,6.501913959636919E9,8.47090545363477E9,9.675091556527216E9,1.1813716216089941E10,1.2351939420014719E10,1.3126805948099806E10,1.743450768432694E10
6283185.307179586,5.837407616641707E9,6.532755859900365E9,8.415601611899701E9,9.650518431564415E9,1.1909064354807512E10,1.234394445172429E10,1.3069466526370369E10,1.743358913327803E10
6283185.307179586,5.945240558838421E9,6.563462856181362E9,8.360526881440322E9,9.624106888127108E9,1.1999102332916386E10,1.2336790242777617E10,1.3015052140473858E10,1.7433488690787918E10
6283185.307179586,6.048101684274239E9,6.593807459904303E9,8.306484053562707E9,9.596239249691189E9,1.208312594784774E10,1.2330827865875126E10,1.2963638583470179E10,1.7434077264776215E10
6283185.307179586,6.145245983432322E9,6.623505710312732E9,8.254227082473094E9,9.567414386036068E9,1.2160551223276058E10,1.2326323098494246E10,1.291533356202926E10,1.7435216063106182E10
6283185.307179586,6.2358601018408E9,6.652210917268897E9,8.204487617759748E9,9.538248269636812E9,1.2230894683579323E10,1.2323440371540628E10,1.2870291024651106E10,1.7436760067631588E10
6283185.307179586,6.319066335624939E9,6.679509089127557E9,8.157995154502343E9,9.50946716359564E9,1.2293757745280619E10,1.2322227372974949E10,1.2828727418987915E10,1.7438562139433968E10
6283185.307179586,6.393934207724809E9,6.70491827539169E9,8.115489593977255E9,9.481891285876675E9,1.2322599992493935E10,1.234881423057098E10,1.2790939864467E10,1.7440476970463074E10
6283185.307179586,6.459502248113416E9,6.727895016739902E9,8.077723851433726E9,9.456406823387495E9,1.2324328395458294E10,1.2395800249495075E10,1.275732492670023E10,1.7442366729507484E10
6283185.307179586,6.514812093163428E9,6.747851794483312E9,8.045453264005862E9,9.433924796007427E9,1.232702826473151E10,1.2434505924796814E10,1.2728393309900372E10,1.7444104422343452E10
6283185.307179586,6.558955430166083E9,6.764189041793644E9,8.01940872568393E9,9.41532689569429E9,1.2330167771619295E10,1.2464768623013348E10,1.2704769225890356E10,1.744557940707145E10
6283185.307179586,6.591131436658132E9,6.776342890380671E9,8.000252739364646E9,9.401401265828611E9,1.2333109576004585E10,1.2486467500470129E10,1.268715449801033E10,1.744670091591093E10
6283185.307179586,6.610708563737821E9,6.78384475888851E9,7.9885225442347765E9,9.392774899028042E9,1.2335209618504528E10,1.2499519274512756E10,1.2676235086456251E10,1.7447401534450085E10
6283185.307179586,6.617280986923197E9,6.786382157601854E9,7.984571129997237E9,9.389852742453493E9,1.2335972486346205E10,1.2503875193378235E10,1.2672529821979738E10,1.7447639753826958E10
6544984.694978735,6.657670509407972E9,6.670391034483696E9,8.207641872762498E9,9.40075763836935E9,1.2277516988073637E10,1.2562736666460032E10,1.2725990540915728E10,1.7478553765912003E10
6544984.694978735,6.65633971598564E9,6.663863680627031E9,8.21044342770869E9,9.403571603199175E9,1.227804259579023E10,1.2558313660614532E10,1.2728481098187134E10,1.747829936443314E10
6544984.694978735,6.644421031182745E9,6.652381326847578E9,8.21880122175557E9,9.411876022067513E9,1.2279651728867289E10,1.254506075004818E10,1.2735911152955389E10,1.747755086498557E10
6544984.694978735,6.612467017034873E9,6.645894980532645E9,8.232575646788422E9,9.425273923819565E9,1.2282434282235235E10,1.2523026633539965E10,1.2748161077080183E10,1.747635187062782E10
6544984.694978735,6.568630274753008E9,6.637037377340997E9,8.25154232897063E9,9.443151412710932E9,1.2286516959695765E10,1.2492294412041012E10,1.2765051697463646E10,1.7474773124112988E10
6544984.694978735,6.513708010380746E9,6.626009956394423E9,8.275402791225803E9,9.46473827110345E9,1.2292034851806627E10,1.2452984466368597E10,1.2786368603176035E10,1.747290973037313E10
6544984.694978735,6.448604571847038E9,6.613044559153748E9,8.303796308311835E9,9.489175150146606E9,1.2299101233436676E10,1.2405258452176159E10,1.2811887096809916E10,1.7470877491941784E10
6544984.694978735,6.374274351702324E9,6.598388988140724E9,8.336310873238513E9,9.515577245349043E9,1.2307780420703426E10,1.2349324419218666E10,1.2841393451007036E10,1.7468808558425346E10
6544984.694978735,6.291675130222068E9,6.582293955502219E9,8.372491534842434E9,9.543087757122541E9,1.2285443120252722E10,1.231806654904868E10,1.2874700222061266E10,1.746684664081789E10
6544984.694978735,6.201734188007839E9,6.565002323248751E9,8.411844866178444E9,9.570918152839191E9,1.221393567207614E10,1.2329869452629257E10,1.2911655122116032E10,1.7465142056106743E10
6544984.694978735,6.105326659053033E9,6.546740961987864E9,8.453838779629806E9,9.598375106439924E9,1.2135192872078579E10,1.2343007830739918E10,1.2952143946947971E10,1.7463846698375237E10
6544984.694978735,6.003264018660941E9,6.52771511746886E9,8.497897192341313E9,9.62487565005127E9,1.204968666009478E10,1.2357209430327065E10,1.2996088431762218E10,1.74631095009271E10
6544984.694978735,5.896290098482201E9,6.508104910001197E9,8.543389128202725E9,9.649952736651524E9,1.1957984443300877E10,1.2372117729625143E10,1.304343998745945E10,1.746307217759623E10
6544984.694978735,5.785082186729427E9,6.488063478789489E9,8.589611753534699E9,9.673253471519407E9,1.1860767254039083E10,1.2387304330846859E10,1.3094170318208529E10,1.7463865635857437E10
6544984.694978735,5.670255238799307E9,6.467716275002495E9,8.635766670810661E9,9.694532054319078E9,1.1758852939596575E10,1.240228588289929E10,1.3148260049457933E10,1.746560704733133E10
6544984.694978735,5.552367751249528E9,6.4471610567127905E9,8.680928692608946E9,9.71363918061405E9,1.1653225676811289E10,1.2416543932991917E10,1.3205686672061558E10,1.7468397609758247E10
6544984.694978735,5.431928318176644E9,6.426468209407853E9,8.724006563971281E9,9.730509363726114E9,1.154507281844051E10,1.2429545805908655E10,1.3266413215514862E10,1.7472320969077267E10
6544984.694978735,5.3094022512815895E9,6.405681084109351E9,8.763696207311079E9,9.745147371894257E9,1.1435828922318535E10,1.2440764581379015E10,1.3330378977265028E10,1.7477442226231712E10
6544984.694978735,5.185217903744432E9,6.384816098431191E9,8.798429926090708E9,9.75761472547651E9,1.1327223905266289E10,1.244969654507448E10,1.3397493300296898E10,1.7483807418295204E10
6544984.694978735,5.05977251137583E9,6.363862378169151E9,8.826330962970505E9,9.768016959325472E9,1.1221326267660007E10,1.2455875064018787E10,1.3467632859208963E10,1.7491443336799374E10
6544984.694978735,4.93343747395043E9,6.342780725762319E9,8.845193189749075E9,9.776492129643133E9,1.1120561931727617E10,1.245888052136922E10,1.354064232377854E10,1.7500357524874466E10
6544984.694978735,4.806563064313038E9,6.32150168580132E9,8.8525198723514E9,9.783200841761152E9,1.1027675069073978E10,1.2458346554006435E10,1.361633777676283E10,1.751053827423279E10
6544984.694978735,4.679482587628559E9,6.299922434826425E9,8.845666409597652E9,9.788317905221056E9,1.0945586360079065E10,1.245396323850681E10,1.3694511977518927E10,1.7521954415895115E10
6544984.694978735,4.5525160286636915E9,6.27790214985526E9,8.82212179725614E9,9.79202559153173E9,1.0877114327437445E10,1.2445478028414555E10,1.3774940508633474E10,1.753455465513921E10
6544984.694978735,4.42597322845421E9,6.255255403072517E9,8.779910236085907E9,9.794508379102327E9,1.0824578807236063E10,1.243269520085446E10,1.3857387970083529E10,1.7548266126616337E10
6544984.694978735,4.300156627825528E9,6.231742984653507E9,8.718003544051788E9,9.79594901543357E9,1.0789396509231798E10,1.2415474406616156E10,1.3941613611377495E10,1.7562991716094997E10
6544984.694978735,4.1753636069156585E9,6.207059371543723E9,8.636573866148474E9,9.796525702039072E9,1.0771839956789835E10,1.2393728717650126E10,1.4027376037757101E10,1.7578605483509716E10
6544984.694978735,4.0518884388913646E9,6.180815850725919E9,8.536969108090402E9,9.796410204945982E9,1.077107836513435E10,1.2367422387589853E10,1.4114436838766354E10,1.7594945143801796E10
6544984.694978735,3.9300238634988804E9,6.15251812027191E9,8.421444313947902E9,9.7957667055113E9,1.078546840338861E10,1.2336568412620892E10,1.4202563142474432E10,1.7611799990629826E10
6544984.694978735,3.810062272611685E9,6.121537161389599E9,8.292801237899992E9,9.794751226395811E9,1.081294378472038E10,1.2301225906230291E10,1.4291529194640665E10,1.762889170842295E10
6544984.694978735,3.6922964860233693E9,6.087072601805055E9,8.15408666503383E9,9.793511491098577E9,1.0851353898880768E10,1.226149727277919E10,1.438111710938929E10,1.764584426448936E10
6544984.694978735,3.5770200819132237E9,6.0481092984340515E9,8.008418174672998E9,9.792187099195665E9,1.0898682059818947E10,1.2217525166944525E10,1.447111695067194E10,1.766213796116676E10
6544984.694978735,3.4645272333933196E9,6.003371582637768E9,7.858928020350525E9,9.790909921315678E9,1.095314825209233E10,1.2169489244629057E10,1.4561326295125866E10,1.7677044205031967E10
6544984.694978735,3.355111991391791E9,5.951287159962352E9,7.708776420568294E9,9.789804636820559E9,1.1013233100470446E10,1.2117602734676565E10,1.465154940706782E10,1.7689549738020676E10
6544984.694978735,3.2490669463651295E9,5.889985235735474E9,7.561173007111278E9,9.78898935269086E9,1.1077659766708939E10,1.206210888212641E10,1.4741596132239355E10,1.7698320599192715E10
6544984.694978735,3.146681199030633E9,5.817368520740556E9,7.419341645002187E9,9.78857625416201E9,1.1145358941606968E10,1.200327732873412E10,1.4831280592727854E10,1.770183859716036E10
6544984.694978735,3.0482375761492825E9,5.731303865206301E9,7.286370025836228E9,9.78867224636664E9,1.1215430836197746E10,1.1941400503780579E10,1.492041974348907E10,1.769886806181063E10
6544984.694978735,2.954009044450783E9,5.629946508010943E9,7.164922775116977E9,9.7893795517815E9,1.1287110519652569E10,1.1876790098401299E10,1.5008831832070946E10,1.7689108056458923E10
6544984.694978735,2.8642543073068457E9,5.512132052573912E9,7.056881899636564E9,9.790796230829887E9,1.1359738767769127E10,1.1809773691606262E10,1.5096334787792906E10,1.7673421093434753E10
6544984.694978735,2.7792126174295278E9,5.377679155161768E9,6.963071558785654E9,9.79301659258041E9,1.1432738586630152E10,1.1740691588212435E10,1.5182744554735638E10,1.7653353139356083E10
6544984.694978735,2.6990979059985046E9,5.22744572453498E9,6.883225172857367E9,9.79613145897003E9,1.1505596775040516E10,1.1669893920673443E10,1.5267873374362328E10,1.763047703923533E10
6544984.694978735,2.6240924128597417E9,5.0631143506149845E9,6.816220232076779E9,9.80022823895617E9,1.1577849672665766E10,1.1597738060830858E10,1.5351528018467451E10,1.7606052661125042E10
6544984.694978735,2.5543400986773977E9,4.886836150234022E9,6.760452731893536E9,9.805390757661081E9,1.1524586386471752E10,1.1649072276120237E10,1.5433507971702393E10,1.7580985709910305E10
6544984.694978735,2.4899402183101635E9,4.700898880584233E9,6.71418646023638E9,9.81169876854795E9,1.145080445390856E10,1.1718870029135738E10,1.5513603565801352E10,1.7555902701297104E10
6544984.694978735,2.430941520763215E9,4.507511299629401E9,6.675786205502349E9,9.819227051716133E9,1.137675964470319E10,1.178687273184254E10,1.5591594075876358E10,1.7531236531462803E10
6544984.694978735,2.3773375971471963E9,4.308709437837895E9,6.643830283766582E9,9.828043964936483E9,1.1302820386227179E10,1.1852730138894629E10,1.5667245804321764E10,1.750729190293742E10
6544984.694978735,2.3290639063836102E9,4.1063490200641084E9,6.617139278995197E9,9.838209260376644E9,1.1229356097922197E10,1.1916108917817608E10,1.5740310201992773E10,1.748428952688132E10
6544984.694978735,2.2859969554378E9,3.9021458775262513E9,6.594760410665347E9,9.849770900095114E9,1.1156738096906925E10,1.1976690717247572E10,1.581052211176935E10,1.7462394763092834E10
6544984.694978735,2.247955992238813E9,3.6977387339846725E9,6.575934551232373E9,9.862760483262033E9,1.1085341821918049E10,1.2034171152466671E10,1.587759826868585E10,1.744173596006663E10
6544984.694978735,2.2147073929393244E9,3.4947613350500536E9,6.560060456911487E9,9.877186716132547E9,1.1015550924740608E10,1.2088259556320139E10,1.5941236254846735E10,1.742241621403857E10
6544984.694978735,2.185971711239334E9,3.294919067283774E9,6.546662569772102E9,9.893026080555681E9,1.0947764064416597E10,1.213867937058705E10,1.6001114185262232E10,1.7404520941818687E10
6544984.694978735,2.1614331356970468E9,3.10006915362421E9,6.535364364984783E9,9.910209446998669E9,1.0882405662291636E10,1.2185169069081978E10,1.6056891486490929E10,1.73881227449967E10
6544984.694978735,2.1407509034202933E9,2.9123041400718737E9,6.525867224765264E9,9.92860279559365E9,1.0819942472813347E10,1.2227483511772493E10,1.6108211209471083E10,1.737328449494481E10
6544984.694978735,2.1235720724412844E9,2.7340359638912416E9,6.517934084327333E9,9.94797947444237E9,1.0760908574161274E10,1.2265395631294142E10,1.6154704365646044E10,1.7360061226396873E10
6544984.694978735,2.1095449763173647E9,2.568071771157171E9,6.511376939651117E9,9.967980802627148E9,1.0705942018975008E10,1.2298698351615347E10,1.6195996753119064E10,1.73485012223636E10
6544984.694978735,2.0983326752708082E9,2.4176617318356247E9,6.506047384317552E9,9.988062344972712E9,1.0655835878626734E10,1.2327206635325563E10,1.6231718599747866E10,1.7338646549605473E10
6544984.694978735,2.0896257680353403E9,2.2864834055514584E9,6.501829491450087E9,1.0007427865308561E10,1.0611601744747717E10,1.2350759553106903E10,1.6261517049645998E10,1.73305332271464E10
6544984.694978735,2.083154019113337E9,2.178511510313469E9,6.498634509396566E9,1.0024968701938343E10,1.0574528020852964E10,1.2369222268268047E10,1.6285071044476616E10,1.732419116431021E10
6544984.694978735,2.0786963663804166E9,2.0977208774238465E9,6.496396972603621E9,1.0039262597392292E10,1.054617904985824E10,1.2382487832344366E10,1.6302107548106356E10,1.731964397358524E10
6544984.694978735,2.0476083761056552E9,2.0760889854652483E9,6.495071937493279E9,1.004873483290481E10,1.0528232300931067E10,1.239047869584507E10,1.6312417462651344E10,1.73169087404882E10
6544984.694978735,2.0306112051316721E9,2.075231187233243E9,6.49463313973886E9,1.005206776237641E10,1.0522067585426722E10,1.2393147851803066E10,1.631586918595375E10,1.7315995813575954E10
6544984.694978735,2.047608132115677E9,2.0760890069882364E9,6.495071939042783E9,1.0048734882495203E10,1.052823221541308E10,1.2390479548696587E10,1.6312417769828955E10,1.7316908659922367E10
6544984.694978735,2.0786964088843188E9,2.0977204006517596E9,6.496396975574007E9,1.0039262689729397E10,1.0546178885919687E10,1.2382489532693495E10,1.6302108160489399E10,1.731964381341821E10
6544984.694978735,2.0831540815259264E9,2.178510820606742E9,6.498634513526226E9,1.0024968826595985E10,1.0574527789424597E10,1.2369224805521933E10,1.6285071958171967E10,1.7324190926240467E10
6544984.694978735,2.0896258487779915E9,2.286482527492722E9,6.501829496337969E9,1.0007428011848167E10,1.0611601457017782E10,1.2350762911658142E10,1.6261518258936985E10,1.7330532913528206E10
6544984.694978735,2.0983327722941573E9,2.4176606910263844E9,6.506047389411803E9,9.988062504843515E9,1.0655835544132452E10,1.2327210794874283E10,1.6231720097232414E10,1.7338646163336212E10
6544984.694978735,2.1095450871495044E9,2.5680705916016197E9,6.5113769442309E9,9.967980969535463E9,1.0705941645222223E10,1.2298703287575432E10,1.6195998529878834E10,1.7348500766785492E10
6544984.694978735,2.1235721942464712E9,2.7340346666383033E9,6.51793408747843E9,9.94797964400983E9,1.0760908166954165E10,1.2265401315263607E10,1.6154706411436445E10,1.7360060705317104E10
6544984.694978735,2.1407510330701346E9,2.912302742819729E9,6.525867225343091E9,9.928602964854721E9,1.0819942036742615E10,1.2227489912049479E10,1.610821351292331E10,1.7373283912354042E10
6544984.694978735,2.1614332698491855E9,3.100067670910606E9,6.535364361564104E9,9.910209613957693E9,1.0882405201162054E10,1.2185176151204357E10,1.605689403531721E10,1.7388122104720387E10
6544984.694978735,2.1859718464247317E9,3.294917510963571E9,6.5466625605744705E9,9.89302624385276E9,1.0947763581565481E10,1.213868709787826E10,1.6001116966458523E10,1.7404520247318573E10
6544984.694978735,2.214707525651746E9,3.4947597148806386E9,6.560060439704152E9,9.877186874804977E9,1.1015550423258514E10,1.2088267890421473E10,1.5941239254886885E10,1.742241546833025E10
6544984.694978735,2.247956119027181E9,3.6977370582362432E9,6.575934523183947E9,9.862760636579723E9,1.1085341304795666E10,1.2034180053841013E10,1.5877601473704306E10,1.7441735165442772E10
6544984.694978735,2.285997072991153E9,3.902144153596374E9,6.59476036814575E9,9.849771047447472E9,1.115673756712878E10,1.197670014564301E10,1.5810525507730566E10,1.7462393920797306E10
6544984.694978735,2.329064011610055E9,4.1063472551056404E9,6.61713921729816E9,9.838209401195866E9,1.122935555852219E10,1.1916118832679432E10,1.5740313774845726E10,1.748428863682053E10
6544984.694978735,2.377337687239914E9,4.3087076394282E9,6.643830196737842E9,9.828044098646095E9,1.130281984031671E10,1.185274049971867E10,1.5667249540139147E10,1.750729096642612E10
6544984.694978735,2.4309415932523155E9,4.507509476498386E9,6.675786085064308E9,9.819227177697716E9,1.1376759095477652E10,1.1786883498463547E10,1.5591597960978806E10,1.7531235549347084E10
6544984.694978735,2.489940271098278E9,4.7008970433925705E9,6.714186295838777E9,9.811698886120861E9,1.1450803904636883E10,1.1718881161946201E10,1.5513607586866602E10,1.7555901665615974E10
6544984.694978735,2.5543401300569386E9,4.886834312298811E9,6.760452510003115E9,9.805390866071337E9,1.1524585840470879E10,1.1649083736214466E10,1.543351211586051E10,1.7580984613200245E10
6544984.694978735,2.6240924215173993E9,5.063112528341E9,6.81621993596847E9,9.80022833737334E9,1.1577861421902782E10,1.159773752142707E10,1.5351532273381987E10,1.7606051493125813E10
6544984.694978735,2.6990978910039673E9,5.227443937111041E9,6.883224783164996E9,9.796131546488983E9,1.1505608776016811E10,1.1669893391150204E10,1.5267877728298586E10,1.7630475785578655E10
6544984.694978735,2.7792125782138257E9,5.37767742301923E9,6.963071055340551E9,9.793016668228209E9,1.1432750802549181E10,1.174069107174646E10,1.5182748996616732E10,1.765335179650774E10
6544984.694978735,2.8642542436329913E9,5.512130394444864E9,7.0568812647827E9,9.790796293576004E9,1.1359751162185532E10,1.180977319119093E10,1.5096339307243399E10,1.7673419674385773E10
6544984.694978735,2.9540089563796334E9,5.629944937319899E9,7.164921997811807E9,9.78937960055088E9,1.1287123056060326E10,1.1876789616758736E10,1.5008836419448633E10,1.7689106571410725E10
6544984.694978735,3.04823746400272E9,5.731302387362037E9,7.286369105020659E9,9.78867228005643E9,1.1215443477417818E10,1.1941400043263742E10,1.4920424389906124E10,1.7698866542144352E10
6544984.694978735,3.1466810633541307E9,5.8173671326631365E9,7.419340590973236E9,9.788576271659683E9,1.1145371648909369E10,1.2003276891220264E10,1.4831285290059189E10,1.7701837091982487E10
6544984.694978735,3.249066787892995E9,5.889983927606318E9,7.561171841001827E9,9.788989352895576E9,1.1077672498588493E10,1.2062108468905317E10,1.474160087311987E10,1.7698319152788754E10
6544984.694978735,3.355111811014217E9,5.951285918009746E9,7.708775173222487E9,9.789804618666536E9,1.1013245810974485E10,1.2117602346337196E10,1.465155418487627E10,1.768954837532539E10
6544984.694978735,3.464527032127856E9,6.00337039170648E9,7.858926731948558E9,9.790909883797401E9,1.0953160888603706E10,1.2169488880949583E10,1.4561331103954615E10,1.7677042933098724E10
6544984.694978735,3.5770198608793554E9,6.048108143739209E9,8.00841689575143E9,9.792187041396093E9,1.0898694560254124E10,1.221752482679271E10,1.4471121785281431E10,1.7662136777151756E10
6544984.694978735,3.692296246421522E9,6.087071469861597E9,8.15408545877196E9,9.793511412218494E9,1.085136618844057E10,1.2261496954029915E10,1.4381121965143911E10,1.764584316197998E10
6544984.694978735,3.8100620157063856E9,6.121536040364839E9,8.292800182890224E9,9.794751125786144E9,1.081295577273269E10,1.2301225605709715E10,1.4291534067424103E10,1.762889068052183E10
6544984.694978735,3.9300235906052537E9,6.152517000014466E9,8.421443505941816E9,9.795766582706606E9,1.0785479981499388E10,1.2336568126084984E10,1.4202568028580671E10,1.7611799030529884E10
6544984.694978735,4.0518881513650117E9,6.180814722649388E9,8.536968658368651E9,9.796410059699549E9,1.0771089409022585E10,1.2367422109748022E10,1.4114441734762629E10,1.7594944245837784E10
6544984.694978735,4.175363306145781E9,6.207058228467496E9,8.636573893762344E9,9.796525534358915E9,1.0771850334056196E10,1.2393728442241758E10,1.4027380940314728E10,1.75786046432876E10
6544984.694978735,4.30015631523061E9,6.231741820652305E9,8.718004160537935E9,9.795948825618155E9,1.078940609480949E10,1.2415474126547304E10,1.3941618517068123E10,1.756299092989879E10
6544984.694978735,4.425972905480218E9,6.255254213357304E9,8.779911525280117E9,9.794508167775658E9,1.0824587503678085E10,1.2432694908399942E10,1.3857392875138632E10,1.7548265390764885E10
6544984.694978735,4.5525156967843685E9,6.277900930690683E9,8.822123797627968E9,9.792025359675348E9,1.0877122082649645E10,1.2445477715485346E10,1.3774945408668428E10,1.753455396749749E10
6544984.694978735,4.679482248347455E9,6.299921183485807E9,8.845669107279346E9,9.788317654200962E9,1.0945593174325819E10,1.2453962896976568E10,1.3694516867227875E10,1.7521953773766987E10
6544984.694978735,4.806562719167256E9,6.321500400557324E9,8.852523207475498E9,9.783200573348108E9,1.102768098864563E10,1.2458346176086012E10,1.3616342649596878E10,1.7510537675237545E10
6544984.694978735,4.933437124516228E9,6.342779405909045E9,8.845197071483425E9,9.776491846022108E9,1.1120567033880192E10,1.2458880100005945E10,1.354064717162713E10,1.7500356966800587E10
6544984.694978735,5.059772159274745E9,6.363861024074583E9,8.826335285923588E9,9.768016663092201E9,1.122133064415883E10,1.2455874593292322E10,1.3467637672112452E10,1.7491442817554752E10
6544984.694978735,5.185217550651229E9,6.38481471161527E9,8.798434583054232E9,9.757614419617052E9,1.132722764956638E10,1.2449696020554907E10,1.339749806622208E10,1.748380693587222E10
6544984.694978735,5.309401898932942E9,6.405679667345634E9,8.76370109693289E9,9.74514705974488E9,1.1435832121788422E10,1.244076400041295E10,1.3330383681974073E10,1.7477441778691128E10
6544984.694978735,5.431927968380756E9,6.426466766846887E9,8.724011594214832E9,9.730509048912416E9,1.154507555077743E10,1.2429545167811268E10,1.3266417842550276E10,1.7472320554566936E10
6544984.694978735,5.55236740589623E9,6.447159594021357E9,8.680933781487904E9,9.713638866967283E9,1.1653228009158867E10,1.2416543239136883E10,1.3205691202847723E10,1.746839722653265E10
6544984.694978735,5.670254899870465E9,6.467714799513388E9,8.635771745670053E9,9.694531745772455E9,1.1758854929098568E10,1.24022851367256E10,1.3148264463499268E10,1.746560669378584E10
6544984.694978735,5.7850818563090105E9,6.488061999651583E9,8.589616749715667E9,9.673253171987621E9,1.1860768949000233E10,1.2387303537820154E10,1.30941745933379E10,1.7463865310568638E10
6544984.694978735,5.896289778764728E9,6.508103438318954E9,8.543393987567552E9,9.649952449900345E9,1.1957985884489164E10,1.2372116897206097E10,1.3043444100079433E10,1.7463071879339287E10
6544984.694978735,6.0032637119582615E9,6.527713666408701E9,8.497901861901372E9,9.624875379566343E9,1.2049687881962143E10,1.2357208567994013E10,1.2996092357022278E10,1.7463109228642166E10
6544984.694978735,6.105326367795994E9,6.546739546827254E9,8.453843210392411E9,9.59837485530442E9,1.2135193903808504E10,1.2343006950094667E10,1.2952147658820593E10,1.7463846451179867E10
6544984.694978735,6.201733914741523E9,6.565000961337487E9,8.411849012267099E9,9.57091792363273E9,1.2213936538440401E10,1.2329868567580244E10,1.2911658593371145E10,1.7465141833444553E10
6544984.694978735,6.291674877590416E9,6.58229266608787E9,8.3724953529175205E9,9.54308755185077E9,1.2285443842287842E10,1.231806567602108E10,1.2874703424179693E10,1.7466846456011497E10
6544984.694978735,6.3742741224183035E9,6.59838779202389E9,8.336314322243481E9,9.515577065413593E9,1.2307779578782154E10,1.2349325014747715E10,1.284139635412818E10,1.7468808387945816E10
6544984.694978735,6.448604368643519E9,6.613043478129222E9,8.303799349555832E9,9.489174996360723E9,1.2299100444299799E10,1.2405258936200987E10,1.281188966985262E10,1.747087734170851E10
6544984.694978735,6.513707835938571E9,6.626009012455284E9,8.275405388807071E9,9.46473814375635E9,1.2292034139278189E10,1.2452984851361013E10,1.2786370814309916E10,1.7472909604469128E10
6544984.694978735,6.568630131603295E9,6.637036591653436E9,8.251544450512413E9,9.443151311676954E9,1.2286516348744967E10,1.2492294708152735E10,1.2765053515107624E10,1.7474773022829563E10
6544984.694978735,6.612466907439669E9,6.645894372234644E9,8.232577264421061E9,9.425273848704014E9,1.228243379732084E10,1.2523026848751122E10,1.2748162471538929E10,1.7476351794290237E10
6544984.694978735,6.644420957001949E9,6.652380911775194E9,8.218802313226047E9,9.411875972371225E9,1.2279651391689241E10,1.2545060890269247E10,1.2735912098638626E10,1.7477550813896896E10
