% Model:              phononic_alp0(thickness200,r85,isotrope,full_FBZ).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 3 2024, 18:46
% Dimension:          1
% Nodes:              14641
% Expressions:        8
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
-7068583.470577034,4.105660461502507E9,6.290333438083724E9,8.632133913430061E9,9.786491856238047E9,1.073085219720844E10,1.2466204478165709E10,1.4040491105320705E10,1.766024841059426E10
-7068583.470577034,4.223466559644112E9,6.310628470627469E9,8.743336400482466E9,9.786131832279041E9,1.0729104468259216E10,1.24983973529365E10,1.3954884998033037E10,1.7646280251231514E10
-7068583.470577034,4.343055873491495E9,6.327284456734075E9,8.839715811270658E9,9.785406860747652E9,1.0742980420800539E10,1.2525614536223886E10,1.3870499497519379E10,1.7632124019626945E10
-7068583.470577034,4.464135475149653E9,6.340963414701351E9,8.918991192419762E9,9.784168635102386E9,1.0773984597118504E10,1.2547725497003975E10,1.3787663854760586E10,1.7618171029595303E10
-7068583.470577034,4.586409556684488E9,6.352198487027979E9,8.979957115120401E9,9.782262015654562E9,1.0822664527114525E10,1.2564623944908628E10,1.370673768222872E10,1.7604716559879333E10
-7068583.470577034,4.709578174516062E9,6.361420158304045E9,9.022710886949621E9,9.779525776305298E9,1.0888357294450413E10,1.2576228990093864E10,1.3628110172573729E10,1.7591984973745346E10
-7068583.470577034,4.833335574446726E9,6.368977593904705E9,9.048573299150593E9,9.775793943355268E9,1.0969247756315708E10,1.2582488944306978E10,1.3552195505878065E10,1.7580147109092564E10
-7068583.470577034,4.957368095011607E9,6.375155586857949E9,9.059725560702883E9,9.770897891803205E9,1.106271529276537E10,1.2583389636406937E10,1.3479422497475653E10,1.7569331920810497E10
-7068583.470577034,5.081351635244084E9,6.380187841957631E9,9.058739013487638E9,9.764669385145613E9,1.1165791773911972E10,1.257896919239694E10,1.3410216482573837E10,1.7559634082875313E10
-7068583.470577034,5.204948662398739E9,6.384267325544098E9,9.048180040305977E9,9.756944757226547E9,1.127554760968208E10,1.2569340388772755E10,1.3344972296928913E10,1.7551118824142117E10
-7068583.470577034,5.3278047268343E9,6.387554315857292E9,9.030371008451397E9,9.747570432615425E9,1.1389324398542984E10,1.255471932339705E10,1.3284019602978275E10,1.7543824905467567E10
-7068583.470577034,5.449544447006999E9,6.390182672828318E9,9.007293354048134E9,9.736409957214289E9,1.1504827530150967E10,1.2535455203306246E10,1.322758579015695E10,1.753776638482512E10
-7068583.470577034,5.569766930288467E9,6.392264737125172E9,8.980581581336208E9,9.723352654251873E9,1.1620129518262314E10,1.2512051896579073E10,1.3175765880045677E10,1.75329336446709E10
-7068583.470577034,5.688040609783954E9,6.393895176184619E9,8.951561074690481E9,9.708323923728506E9,1.1733630787316143E10,1.2485170498062138E10,1.312851033437067E10,1.7529294046096233E10
-7068583.470577034,5.803897510613615E9,6.395154021185088E9,8.921299728120653E9,9.691297058889668E9,1.184400758052991E10,1.245560621312461E10,1.3085637701579586E10,1.7526792504191063E10
-7068583.470577034,5.916827021788094E9,6.39610908139033E9,8.890658296923094E9,9.672306258141684E9,1.1950161793913422E10,1.2424241660539257E10,1.3046870349943424E10,1.752535223182432E10
-7068583.470577034,6.026269356632486E9,6.396817878114998E9,8.860333569625301E9,9.651460266205381E9,1.2051178374710646E10,1.2391987366888454E10,1.301188297648863E10,1.7524875861451797E10
-7068583.470577034,6.131609054882913E9,6.397329206781154E9,8.830893109365522E9,9.628955789246912E9,1.2146291296520903E10,1.2359723538997324E10,1.2980350360961813E10,1.752524711723839E10
-7068583.470577034,6.232169134979031E9,6.397684409759496E9,8.802802277151384E9,9.60508950217459E9,1.2234857187505583E10,1.2328254114169886E10,1.2951983969043299E10,1.752633316669206E10
-7068583.470577034,6.3272068644015255E9,6.397918422904554E9,8.776444864225832E9,9.580267109872854E9,1.229827785863696E10,1.2316335107610022E10,1.2926553215735958E10,1.7527987701371227E10
-7068583.470577034,6.398060643441538E9,6.415912581070394E9,8.752138686357296E9,9.555007551076563E9,1.2270375838104753E10,1.2390270988634972E10,1.2903892538313442E10,1.753005495082094E10
-7068583.470577034,6.398135654990069E9,6.497413529833208E9,8.730147305373663E9,9.529940080501936E9,1.224501171779412E10,1.2456285491115536E10,1.2883898104785185E10,1.7532374004662323E10
-7068583.470577034,6.398163836242141E9,6.570785155262387E9,8.710688809820894E9,9.505791727222836E9,1.2222540743184425E10,1.251406432478941E10,1.286651834226384E10,1.7534784263887814E10
-7068583.470577034,6.398161872511463E9,6.635072475759862E9,8.693942372046959E9,9.483362704392302E9,1.2203223815079191E10,1.2563350355534061E10,1.285174164156239E10,1.7537130875547867E10
-7068583.470577034,6.3981431836863785E9,6.689323685107199E9,8.680053122281214E9,9.463488060592228E9,1.2187243924828226E10,1.2603937056051235E10,1.2839583503976042E10,1.753927046657028E10
-7068583.470577034,6.398118277703535E9,6.732636570229982E9,8.669135741659782E9,9.446985593163973E9,1.2174722941342855E10,1.263566304346364E10,1.2830074498225964E10,1.7541076694175423E10
-7068583.470577034,6.398095035354632E9,6.764215475823995E9,8.661277069604681E9,9.434592988255217E9,1.21657372527317E10,1.2658407584571394E10,1.2823249800477774E10,1.7542445331622772E10
-7068583.470577034,6.398078929840094E9,6.783432734010039E9,8.656537939201744E9,9.426900960994387E9,1.2160331115250391E10,1.2672087041942068E10,1.281914074803949E10,1.7543298590933296E10
-7068583.470577034,6.398073182874626E9,6.789884907360839E9,8.654954390619974E9,9.424292657224207E9,1.2158526829567522E10,1.2676652286191387E10,1.2817768656578983E10,1.754358841954963E10
-6806784.082777886,6.528180338658216E9,6.727929498759074E9,8.4312251886953945E9,9.41223302460084E9,1.2218330425710958E10,1.2620348176657139E10,1.277459661298643E10,1.751054315587408E10
-6806784.082777886,6.52763100722106E9,6.721442300975212E9,8.4333041883864E9,9.414942449354897E9,1.2219623428117405E10,1.2615855370245539E10,1.2776397888551542E10,1.75102715518934E10
-6806784.082777886,6.52599202812623E9,6.7021199247616825E9,8.439518734989981E9,9.422935718255798E9,1.222350266963287E10,1.2602392967997972E10,1.2781789328891916E10,1.7509472241575996E10
-6806784.082777886,6.523289549222192E9,6.670365491773047E9,8.449803124307671E9,9.435823129400108E9,1.222996595411724E10,1.258000979445304E10,1.2790736675659151E10,1.7508191009592785E10
-6806784.082777886,6.519565503376065E9,6.626806324808829E9,8.46404853617131E9,9.453002881047647E9,1.223900101012722E10,1.2548789067372293E10,1.2803188519664083E10,1.7506502058283245E10
-6806784.082777886,6.514875302739706E9,6.572237884426605E9,8.482103828986855E9,9.47372157311782E9,1.2250573574949223E10,1.2508851128652496E10,1.2819084136155516E10,1.750450498273934E10
-6806784.082777886,6.507562462478319E9,6.50928490856154E9,8.503776207992138E9,9.497141148631294E9,1.2264612591669237E10,1.2460357215344173E10,1.2838363173615738E10,1.75023207919205E10
-6806784.082777886,6.433732245368832E9,6.502867514049624E9,8.528831368559765E9,9.522402114941854E9,1.228099416632632E10,1.2403514260531788E10,1.2860976116175194E10,1.7500087208056664E10
-6806784.082777886,6.351702833953773E9,6.495700076263698E9,8.556992648709184E9,9.548676312933249E9,1.2299526164980213E10,1.2338580768560661E10,1.2886894309129202E10,1.7497953510509575E10
-6806784.082777886,6.262399522430915E9,6.487859902488564E9,8.587938667537643E9,9.57520625036637E9,1.2265873903222757E10,1.2319935479912193E10,1.2916118227868256E10,1.7496075202843403E10
-6806784.082777886,6.16669578659463E9,6.479421446620611E9,8.6212988625916E9,9.601330909904825E9,1.2185778065931496E10,1.2341860050487167E10,1.2948682574202328E10,1.749460877215881E10
-6806784.082777886,6.065401865800529E9,6.470453412486575E9,8.656646252291683E9,9.626499636106163E9,1.2098755426149881E10,1.236484761242125E10,1.29846567686845E10,1.749370677924648E10
-6806784.082777886,5.9592608305337105E9,6.461016202849094E9,8.693486626573492E9,9.650276400161526E9,1.200535909656824E10,1.2388362723004648E10,1.3024139629977564E10,1.7493513470594475E10
-6806784.082777886,5.848949699470745E9,6.451159701351224E9,8.731243209180227E9,9.67233681617215E9,1.1906249908987988E10,1.2411802702435692E10,1.3067247688201807E10,1.7494161044299217E10
-6806784.082777886,5.735083639638289E9,6.440921332625587E9,8.769235664955677E9,9.692460063170454E9,1.1802218008158451E10,1.2434521683218729E10,1.3114097769480822E10,1.7495766637970047E10
-6806784.082777886,5.618221810897129E9,6.430324313264127E9,8.806652229237583E9,9.710517549397898E9,1.169421065065253E10,1.2455860186089552E10,1.316478604102085E10,1.749843004387633E10
-6806784.082777886,5.498873880569254E9,6.41937598124478E9,8.84251391666016E9,9.72645982743869E9,1.1583367470301832E10,1.2475176106314375E10,1.3219367088752869E10,1.7502232099716347E10
-6806784.082777886,5.377506594275797E9,6.408066070491403E9,8.875630653031324E9,9.740302957321634E9,1.1471063622881855E10,1.2491872422644476E10,1.3277837103481005E10,1.7507233655509014E10
-6806784.082777886,5.254550045958597E9,6.396364776612603E9,8.904551583713787E9,9.752115223930264E9,1.1358958837666899E10,1.2505417771918718E10,1.3340124432711468E10,1.7513474982622955E10
-6806784.082777886,5.130403461781056E9,6.384220435392442E9,8.927517081105827E9,9.76200484742408E9,1.1249045152182108E10,1.25153580322696E10,1.3406088827414015E10,1.7520975428501266E10
-6806784.082777886,5.005440420776474E9,6.371556602916233E9,8.942429706489403E9,9.770109087025845E9,1.114367639192942E10,1.2521319382565779E10,1.3475528494218615E10,1.7529733203986103E10
-6806784.082777886,4.8800134988536215E9,6.358268280774099E9,8.94687589781936E9,9.776584937298088E9,1.1045547966588202E10,1.2523005021935753E10,1.3548192462253298E10,1.753972493531343E10
-6806784.082777886,4.754458356868589E9,6.344216966730281E9,8.938244316207102E9,9.781601457645863E9,1.0957581434637827E10,1.25201883641464E10,1.362379524850032E10,1.7550904847155235E10
-6806784.082777886,4.629097308496236E9,6.329224125843115E9,8.913984130554176E9,9.785333661629059E9,1.0882671006087189E10,1.2512705188928032E10,1.3702031224826506E10,1.756320314675637E10
-6806784.082777886,4.504242406772142E9,6.313062565678169E9,8.872001659879812E9,9.787957819492336E9,1.0823294105501192E10,1.2500446398414436E10,1.3782586989243603E10,1.7576523169993313E10
-6806784.082777886,4.380198084086477E9,6.295445062732392E9,8.8111013127253E9,9.789647988572006E9,1.078108071878412E10,1.2483352148277899E10,1.3865150969924818E10,1.759073662114444E10
-6806784.082777886,4.2572633720503387E9,6.27600943781852E9,8.731295227896652E9,9.790573573772356E9,1.0756517920142403E10,1.2461407462808336E10,1.394942018539484E10,1.7605675926184692E10
-6806784.082777886,4.135733716828339E9,6.254299155589876E9,8.633834656291618E9,9.790897726000338E9,1.0748937455175388E10,1.2434639066705101E10,1.4035104487794504E10,1.7621122237658314E10
-6806784.082777886,4.0159023933784122E9,6.229738526142094E9,8.52096718408211E9,9.790776403224195E9,1.075678318895749E10,1.2403113024209642E10,1.412192878148473E10,1.7636786959129692E10
-6806784.082777886,3.8980615092989364E9,6.201601930825068E9,8.395568118126489E9,9.790357941139427E9,1.077801066277252E10,1.2366932783739258E10,1.420963372299904E10,1.765228393352642E10
-6806784.082777886,3.782502576289453E9,6.168977608697143E9,8.260812845272966E9,9.78978300431873E9,1.0810451400639782E10,1.2326237308340265E10,1.4297975345545639E10,1.7667089382698807E10
-6806784.082777886,3.6695166152326303E9,6.130729178919165E9,8.119974008670108E9,9.78918481163039E9,1.0852054941616467E10,1.2281199077921013E10,1.4386723961874853E10,1.768048976337487E10
-6806784.082777886,3.5593937504801497E9,6.085463324182182E9,7.976337304229795E9,9.78868955015044E9,1.0901006371525991E10,1.2232021849404129E10,1.4475662610672745E10,1.769153032477525E10
-6806784.082777886,3.452422241218429E9,6.031520837562871E9,7.833181169514528E9,9.788416909049355E9,1.0955756891014133E10,1.2178938142315342E10,1.4564585235614174E10,1.7699010259386673E10
-6806784.082777886,3.348886894405634E9,5.967019462617395E9,7.693752012809274E9,9.788480678808102E9,1.1015007365851145E10,1.2122206475996185E10,1.4653294725967743E10,1.7701621323063805E10
-6806784.082777886,3.249066806656626E9,5.889983833012383E9,7.561171836983711E9,9.788989371667053E9,1.1077672736458899E10,1.2062108421693296E10,1.4741600902195942E10,1.7698319027873302E10
-6806784.082777886,3.153232393974737E9,5.798584896834054E9,7.438240465777302E9,9.790046826640593E9,1.1142842749134884E10,1.1998945551767466E10,1.482931849683381E10,1.7688803166134468E10
-6806784.082777886,3.0616416908462853E9,5.691462525118071E9,7.327151700732362E9,9.791752766951931E9,1.120974605747319E10,1.1933036373577915E10,1.4916265157386614E10,1.7673706728761723E10
-6806784.082777886,2.9745359361315517E9,5.56803221542458E9,7.229220202876229E9,9.794203279500923E9,1.1277720091114569E10,1.1864713331748297E10,1.500225948176119E10,1.7654285175291817E10
-6806784.082777886,2.892134513734249E9,5.428640035067326E9,7.144754898516436E9,9.79749118499989E9,1.1346186881828007E10,1.1794319953688251E10,1.5087119086133165E10,1.763191735961376E10
-6806784.082777886,2.814629380829264E9,5.274489219801128E9,7.073156351565849E9,9.801706263521591E9,1.1414634162629353E10,1.1722208203148182E10,1.5170658699009344E10,1.760778583261455E10
-6806784.082777886,2.742179192511256E9,5.107385619452391E9,7.01319205075921E9,9.806935292965225E9,1.1482600824395155E10,1.1648736098453245E10,1.5252688272989475E10,1.758278940090649E10
-6806784.082777886,2.6749034128302836E9,4.929430013581134E9,6.963322750201239E9,9.813261846514788E9,1.1549665856437761E10,1.1574265648795963E10,1.5333011107267178E10,1.7557576298980217E10
-6806784.082777886,2.6128767784549065E9,4.74276904562784E9,6.92196922114496E9,9.820765778125282E9,1.1499161166418968E10,1.1615440033172195E10,1.5411421979636658E10,1.7532607568786427E10
-6806784.082777886,2.556124539876819E9,4.549448741749925E9,6.887676506019969E9,9.829522300082117E9,1.1423788027903051E10,1.167955975885039E10,1.5487705297514568E10,1.750821357216426E10
-6806784.082777886,2.5046189321921144E9,4.351360085500983E9,6.8591872511247835E9,9.839600519984356E9,1.134851198834103E10,1.174168261559555E10,1.5561633294524006E10,1.748463562902783E10
-6806784.082777886,2.458277310710365E9,4.1502461667119236E9,6.835455685175873E9,9.851061250057188E9,1.1273699204148325E10,1.180148426786204E10,1.5632964324116821E10,1.7462054583620514E10
-6806784.082777886,2.4169623186741357E9,3.9477432859966025E9,6.815631024558515E9,9.863953819811E9,1.119971720329854E10,1.1858656459247866E10,1.5701441336237358E10,1.7440609895427235E10
-6806784.082777886,2.380484335911025E9,3.7454383417039986E9,6.799029226231031E9,9.878311498229704E9,1.11269371711956E10,1.1912905898719269E10,1.576679066853556E10,1.7420412307901417E10
-6806784.082777886,2.3486062985206585E9,3.5449336228635783E9,6.785103239702749E9,9.894144939367615E9,1.1055738120405796E10,1.1963953876808105E10,1.5828721340267206E10,1.7401552259711796E10
-6806784.082777886,2.32105079946512E9,3.347915623583655E9,6.773416249329954E9,9.911432767847448E9,1.0986513820265198E10,1.20115364819739E10,1.5886925102406216E10,1.73841054737842E10
-6806784.082777886,2.297509202039801E9,3.156226926623147E9,6.763619338835559E9,9.930107964478241E9,1.091968383116744E10,1.2055405306272364E10,1.5941077564708902E10,1.736813665386833E10
-6806784.082777886,2.277652346432355E9,2.971940077925389E9,6.755433579231955E9,9.95003803368183E9,1.085571068078743E10,1.2095328540473902E10,1.5990840775783571E10,1.735370189583379E10
-6806784.082777886,2.2611423224084544E9,2.7974296816417794E9,6.748635986389142E9,9.970996006281387E9,1.079512616207618E10,1.2131092364142206E10,1.603586765313664E10,1.7340850213267006E10
-6806784.082777886,2.247644728055377E9,2.6354331128563623E9,6.743048659909767E9,9.992618337717775E9,1.0738570740312582E10,1.2162502537988897E10,1.6075808615561977E10,1.732962444725759E10
-6806784.082777886,2.236840834811924E9,2.4890806327448735E9,6.738530458500288E9,1.0014345650982052E10,1.0686850179632423E10,1.2189386105942984E10,1.611032062498853E10,1.732006174896112E10
-6806784.082777886,2.228439123567504E9,2.361863045195959E9,6.734970671181072E9,1.0035346214514545E10,1.0641009568112026E10,1.2211593114502914E10,1.613907857157302E10,1.731219377201867E10
-6806784.082777886,2.222185731109243E9,2.257494373922261E9,6.732284256573531E9,1.0054438198367802E10,1.0602408773259108E10,1.2228998258587255E10,1.6161788533846106E10,1.730604667858291E10
-6806784.082777886,2.179630883815421E9,2.217873435177431E9,6.73040832425205E9,1.0070068850086693E10,1.0572741262776423E10,1.2241502367472073E10,1.6178201962936722E10,1.730164103940707E10
-6806784.082777886,2.131444065155994E9,2.2153488965232925E9,6.729299617546356E9,1.0080474766912916E10,1.0553872186319223E10,1.2249033652353834E10,1.6188129383892227E10,1.729899169136307E10
-6806784.082777886,2.1151206023381953E9,2.2145179585023594E9,6.728932827065758E9,1.0084147062364489E10,1.0547371983284952E10,1.225154864898142E10,1.6191451929811947E10,1.729810760095655E10
-6806784.082777886,2.13144430972326E9,2.2153488745820045E9,6.729299621711569E9,1.0080474709377434E10,1.055387228349308E10,1.2249032804534761E10,1.6188129071201519E10,1.7298991768271538E10
-6806784.082777886,2.179631362640265E9,2.217873391823428E9,6.730408332661268E9,1.0070068743500341E10,1.057274144837716E10,1.2241500676843502E10,1.6178201339729937E10,1.730164119252319E10
-6806784.082777886,2.222185667388434E9,2.2574950685965176E9,6.732284269386829E9,1.0054438055402435E10,1.0602409034093227E10,1.2228995735068796E10,1.6161787604403492E10,1.7306046906571056E10
-6806784.082777886,2.228439041020485E9,2.3618639326331625E9,6.734970688646589E9,1.0035346047527418E10,1.0641009891046848E10,1.2211589772728895E10,1.613907734214954E10,1.7312194072815323E10
-6806784.082777886,2.2368407354397206E9,2.489081688548992E9,6.738530480963399E9,1.0014345469824347E10,1.0686850553796019E10,1.2189381964981367E10,1.6110319103633709E10,1.7320062119942093E10
-6806784.082777886,2.2476446142735066E9,2.6354343138080845E9,6.743048687828161E9,9.992618149458029E9,1.0738571157381077E10,1.216249762098627E10,1.6075806811905285E10,1.7329624885441593E10
-6806784.082777886,2.261142196991815E9,2.7974310070948696E9,6.748636020353615E9,9.9709958157215E9,1.0795126615769669E10,1.213108669790923E10,1.603586557815504E10,1.7340850715403973E10
-6806784.082777886,2.277652212448847E9,2.971941510317899E9,6.755433619997859E9,9.950037843997046E9,1.085571116624404E10,1.2095322155029415E10,1.5990838441563349E10,1.7353702458541737E10
-6806784.082777886,2.297509062775578E9,3.1562284514107537E9,6.763619387365336E9,9.930107777747498E9,1.0919684344427832E10,1.2055398234361614E10,1.5941074984213772E10,1.736813727380552E10
-6806784.082777886,2.32105065834357E9,3.347917228867834E9,6.77341630685505E9,9.911432585439661E9,1.0986514357902185E10,1.2011528758579126E10,1.5886922289257118E10,1.7384106147801216E10
-6806784.082777886,2.348606159017769E9,3.544935298884836E9,6.785103307809354E9,9.894144762209572E9,1.1055738679272621E10,1.1963945538665579E10,1.5828718308539047E10,1.740155298503561E10
-6806784.082777886,2.3804842014697266E9,3.74544008029156E9,6.799029306981856E9,9.87831132698838E9,1.1126937748260963E10,1.1912896983858032E10,1.5766787432572107E10,1.74204130822853E10
-6806784.082777886,2.4169621926219788E9,3.9477450800088506E9,6.815631120661977E9,9.863953655017141E9,1.1199717795541246E10,1.1858647006561136E10,1.5701437910484917E10,1.7440610717257683E10
-6806784.082777886,2.458277196184455E9,4.1502480094598675E9,6.835455800221299E9,9.851061092188833E9,1.127369980849451E10,1.1801474316720926E10,1.5632960722976002E10,1.746205545140212E10
-6806784.082777886,2.504618832072788E9,4.351361970141098E9,6.859187389896823E9,9.839600369522339E9,1.1348512601630322E10,1.1741672205513803E10,1.5561629532218418E10,1.7484636541152992E10
-6806784.082777886,2.5561244567354307E9,4.54945066062093E9,6.887676674907996E9,9.829522157546085E9,1.1423788646878088E10,1.1679548929205809E10,1.5487701387974632E10,1.7508214531211094E10
-6806784.082777886,2.612876714515338E9,4.74277098953166E9,6.921969428632425E9,9.820765644096228E9,1.1499161787732649E10,1.1615428822991198E10,1.541141793639855E10,1.7532608577548195E10
-6806784.082777886,2.674903369945448E9,4.929431971059494E9,6.963323007372682E9,9.813261721647585E9,1.154965430424988E10,1.1574266269034575E10,1.5333006943384243E10,1.7557577361528667E10
-6806784.082777886,2.742179172154644E9,5.107387576209046E9,7.013192371650653E9,9.806935177993107E9,1.1482588968163588E10,1.1648736714173319E10,1.5252684000956177E10,1.758279052278671E10
-6806784.082777886,2.8146293840993757E9,5.274491158575099E9,7.073156753040902E9,9.801706159255014E9,1.1414622039769968E10,1.1722208810927366E10,1.517065433069604E10,1.7607787020394535E10
-6806784.082777886,2.8921345413698153E9,5.428641936377337E9,7.144755399219103E9,9.79749109232094E9,1.1346174529331919E10,1.1794320550189186E10,1.5087114632731606E10,1.7631918619984802E10
-6806784.082777886,2.97453598853578E9,5.568034059505352E9,7.22922082091201E9,9.794203199354176E9,1.1277707545798409E10,1.186471391379627E10,1.5002254953740217E10,1.76542865128763E10
-6806784.082777886,3.0616417681165648E9,5.691464294855605E9,7.327152450221586E9,9.79175270033132E9,1.1209733356390713E10,1.1933036938250292E10,1.4916260564456549E10,1.7673708139489082E10
-6806784.082777886,3.1532324959355817E9,5.798586580746075E9,7.438241353186749E9,9.790046774574507E9,1.114282993020302E10,1.1998946096495573E10,1.482931384792165E10,1.7688804628072506E10
-6806784.082777886,3.2490669328942914E9,5.889985426964391E9,7.561172858461924E9,9.788989335200502E9,1.1077659839366747E10,1.2062108944374163E10,1.474159620542978E10,1.769832050375981E10
-6806784.082777886,3.3488870443019457E9,5.967020969578399E9,7.693753153124504E9,9.788480658982437E9,1.1014994433346594E10,1.2122206975111235E10,1.4653289988671644E10,1.7701622772804863E10
-6806784.082777886,3.4524224139822497E9,6.031522265805793E9,7.833182402074413E9,9.788416906880396E9,1.0955743970683556E10,1.2178938617052912E10,1.4564580464315134E10,1.7699011649407246E10
-6806784.082777886,3.5593939451769085E9,6.085464684948164E9,7.976338591040818E9,9.788689566603834E9,1.090099351817776E10,1.2232022299778845E10,1.447565781112107E10,1.7691531635434242E10
-6806784.082777886,3.669516830809294E9,6.130730484400671E9,8.119975299334401E9,9.789184847595226E9,1.085204222032071E10,1.2281199504884336E10,1.438671913908113E10,1.768049098840406E10
-6806784.082777886,3.782502811596964E9,6.168978870680695E9,8.260814074828238E9,9.789783060579214E9,1.0810438890267963E10,1.2326237713872038E10,1.429797050383783E10,1.7667090523720806E10
-6806784.082777886,3.8980617631103425E9,6.201603159956005E9,8.395569204389978E9,9.790358018344795E9,1.0777998459415556E10,1.236693317091024E10,1.4209628866105742E10,1.7652284996069927E10
-6806784.082777886,4.015902664402921E9,6.229739731622886E9,8.520968026139999E9,9.790776501855991E9,1.075677140776423E10,1.240311339720074E10,1.412192391265028E10,1.7636787950271313E10
-6806784.082777886,4.1357340037231593E9,6.254300345129646E9,8.633835136823303E9,9.790897846339615E9,1.0748926228104729E10,1.2434639430771101E10,1.403509960993638E10,1.7621123162692745E10
-6806784.082777886,4.2572636734280677E9,6.276010617702439E9,8.73129522241057E9,9.790573715864845E9,1.0756507386681E10,1.2461407824168106E10,1.3949415301312607E10,1.7605676789969837E10
-6806784.082777886,4.380198398520841E9,6.295446237934048E9,8.811100706971167E9,9.789648152193487E9,1.0781071008441105E10,1.2483352513916336E10,1.386514608257286E10,1.7590737428016113E10
-6806784.082777886,4.504242732800169E9,6.313063739973927E9,8.872000371852644E9,9.787958004114914E9,1.0823285315705338E10,1.2500446775782406E10,1.3782582102078236E10,1.7576523923924225E10
-6806784.082777886,4.629097644618871E9,6.329225301909614E9,8.913982128353037E9,9.785333866389458E9,1.0882663184241161E10,1.2512705585530615E10,1.3702026342234741E10,1.7563203850576294E10
-6806784.082777886,4.7544587015485115E9,6.344218146219261E9,8.938241623218649E9,9.781601681317625E9,1.095757457286599E10,1.2520188787022589E10,1.362379037630664E10,1.7550905503618626E10
-6806784.082777886,4.880013850511901E9,6.3582694643632965E9,8.946872583747404E9,9.776585178270357E9,1.1045542010657999E10,1.2523005477049826E10,1.354818760828364E10,1.7539725546933537E10
-6806784.082777886,5.005440777786985E9,6.371557790339505E9,8.942425870340298E9,9.770109343290506E9,1.114367125823353E10,1.2521319874159893E10,1.3475523668875486E10,1.75297337731197E10
-6806784.082777886,5.130403822463849E9,6.384221625453037E9,8.92751283404669E9,9.762005116575336E9,1.124904074486305E10,1.251535856225834E10,1.3406084044181412E10,1.7520975957364326E10
-6806784.082777886,5.254550408571203E9,6.396365967183793E9,8.904547036498066E9,9.752115503179495E9,1.1358955061185469E10,1.2505418339437435E10,1.334011970848173E10,1.7513475505379433E10
-6806784.082777886,5.377506957004046E9,6.408067258508499E9,8.875625908825653E9,9.74030324352975E9,1.1471060389193024E10,1.2491873023871258E10,1.3277832458584047E10,1.7507234110229847E10
-6806784.082777886,5.498874241516416E9,6.419377162695629E9,8.84250906804228E9,9.72646011717045E9,1.1583364701865694E10,1.2475176734656343E10,1.3219362546602968E10,1.7502232520375595E10
-6806784.082777886,5.618222168072622E9,6.430325483180805E9,8.806647357740494E9,9.710517838996475E9,1.1694208280899675E10,1.245586083274703E10,1.3164781627366465E10,1.7498430432264442E10
-6806784.082777886,5.735083990945974E9,6.440922485086346E9,8.769230841888485E9,9.692460348854473E9,1.180221598067762E10,1.2434522338034317E10,1.3114093511357132E10,1.749576699576544E10
-6806784.082777886,5.84895004269714E9,6.451160829496851E9,8.731238496932667E9,9.672337094150772E9,1.1906248176222584E10,1.241180335484399E10,1.306724361277351E10,1.74941613730307E10
-6806784.082777886,5.959261163337814E9,6.461017298922892E9,8.693482079977207E9,9.650276666762054E9,1.200535761844291E10,1.2388363362868158E10,1.302413576349373E10,1.7493513771601818E10
-6806784.082777886,6.06540218570574E9,6.470454467904589E9,8.65664191983829E9,9.626499887906975E9,1.2098754168821491E10,1.2364848230585886E10,1.2984653135719425E10,1.7493707053657494E10
-6806784.082777886,6.166696090985851E9,6.479422452079216E9,8.621294787430122E9,9.601331143862204E9,1.2185777000733648E10,1.2341860638995054E10,1.2948679197252111E10,1.7494609020883186E10
-6806784.082777886,6.2623998085587015E9,6.487860848116063E9,8.587934888235882E9,9.575206463924004E9,1.2265873005812876E10,1.231993603191711E10,1.2916115127267002E10,1.749607542656215E10
-6806784.082777886,6.351703098950375E9,6.495700951821358E9,8.556989199791719E9,9.548676504102625E9,1.2299526674480974E10,1.2338580018251621E10,1.2886891503176579E10,1.7497953709665844E10
-6806784.082777886,6.433732486279994E9,6.502868309180541E9,8.52882828084568E9,9.522402282342846E9,1.228099462785266E10,1.2403513639780775E10,1.286097362134402E10,1.75000873828677E10
-6806784.082777886,6.507562676317424E9,6.509285613087568E9,8.503773508762698E9,9.49714129148461E9,1.2264613000034126E10,1.2460356709369146E10,1.2838361004729124E10,1.750232094240715E10
-6806784.082777886,6.514875906993428E9,6.572238068254113E9,8.482101542014025E9,9.47372169118514E9,1.2250573925137192E10,1.2508850725151106E10,1.2819082306459496E10,1.7504505108766403E10
-6806784.082777886,6.519565998557466E9,6.626806475840986E9,8.464046681642795E9,9.453002974521471E9,1.223900129734409E10,1.254878875632054E10,1.2803187040767736E10,1.7506502159610905E10
-6806784.082777886,6.52328992775445E9,6.670365607515821E9,8.449801718682606E9,9.435823198751534E9,1.2229966173982323E10,1.2580009567963835E10,1.2790735557352089E10,1.7508191085933636E10
-6806784.082777886,6.525992283987341E9,6.702120003160156E9,8.439517790824603E9,9.422935764058374E9,1.2223502818463865E10,1.2602392820225046E10,1.2781788578880901E10,1.7509472292652935E10
-6806784.082777886,6.527631136224954E9,6.721442340558566E9,8.433303714164389E9,9.414942472110893E9,1.2219623503238459E10,1.2615855297321604E10,1.2776397512177155E10,1.751027157749068E10
