% Model:              phononic_alp0(thickness200,r85,isotrope,50eigenvalues-Size60).mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 1 2024, 13:54
% Dimension:          1
% Nodes:              1891
% Expressions:        50
% Description:        Global
% X component of wave number (1/m),Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency,Frequency
1.5707963267948966E7,4.370092147471848E9,6.285511906311855E9,8.89490722784828E9,9.271547153779852E9,1.1267018401722996E10,1.1462834692152702E10,1.3168103338405987E10,1.70714391459233E10,1.7969508286434635E10,2.0365455391957565E10,2.0836271119804184E10,2.1011488639483833E10,2.1192821341221004E10,2.3315375679836983E10,2.429999743019183E10,2.4491329489907623E10,2.5075251383896595E10,2.5783048860927208E10,2.6519083418316975E10,2.7241752812980667E10,2.7609573739013554E10,2.782468357395357E10,2.7862296273146538E10,2.885923693319349E10,2.8888852694325912E10,2.953359499193069E10,3.1271949550786736E10,3.2165043461079758E10,3.2663915597887676E10,3.270199192760429E10,3.3628156531049442E10,3.450641324761581E10,3.563660869061574E10,3.622490297951161E10,3.624376379604583E10,3.6335223138826195E10,3.674838257438602E10,3.705823590575774E10,3.7109563151978424E10,3.800672414418508E10,3.8119213749474754E10,3.853244845514356E10,3.90787496170722E10,3.947863175349447E10,4.08125522450966E10,4.085429229331727E10,4.281954477743378E10,4.3476022843877365E10,4.3532059416927475E10,4.364205806905185E10
785398.1633974484,5.965651221592355E7,7.644057817792702E8,9.198313241741315E8,9.665268228611382E9,9.711296347198902E9,1.4893720192864964E10,1.7621778247297432E10,1.7641880668723175E10,1.8714512040784122E10,1.895880452766E10,1.958199460088503E10,1.968247382410733E10,2.1172823246609394E10,2.13488094659973E10,2.2277501384794697E10,2.3842824521732338E10,2.3933984106108494E10,2.5281693241096603E10,2.697193118311895E10,2.7352395142061745E10,2.7934687473274105E10,2.841198191815141E10,2.8638802549765717E10,2.9008969804489048E10,2.939683781095734E10,2.9456832141202156E10,3.0451639002604153E10,3.0534270123996246E10,3.090203085498012E10,3.107138287575299E10,3.4243371911318943E10,3.666410413886208E10,3.694051161865686E10,3.730354604404736E10,3.743189075742524E10,3.765162805205947E10,3.775406652638183E10,3.776129284185509E10,3.8060081867880455E10,3.824763501065395E10,3.879780283594686E10,3.914529137600666E10,3.961042060419321E10,3.983081729774724E10,4.008131077191684E10,4.284130600980978E10,4.376373804618727E10,4.379616192786596E10,4.4512171123021645E10,4.46098780512533E10
1047197.5511965977,8.424519145629334E7,8.373327060154388E8,1.1333716881346025E9,9.667575713505018E9,9.7300230211355E9,1.4845509540027369E10,1.7620909891970524E10,1.76534038068661E10,1.865586848399418E10,1.8950515642559666E10,1.958229769115017E10,1.9721693084727024E10,2.117412346852634E10,2.140978467292603E10,2.227713564804892E10,2.382818665178578E10,2.3949402001702217E10,2.5276978228787407E10,2.689087331617336E10,2.7333635668891926E10,2.8022304073222736E10,2.8368966220533695E10,2.8637551015635136E10,2.90656297454978E10,2.940631548689586E10,2.9475005740430584E10,3.0429086857912033E10,3.0528394417621624E10,3.0907243712628498E10,3.1122580618133507E10,3.4238605533804497E10,3.657734921873923E10,3.690686335292496E10,3.730441869212569E10,3.731012792428506E10,3.764139311662648E10,3.774227498944148E10,3.783446053496489E10,3.801636280854171E10,3.826691581946623E10,3.883620359645283E10,3.926271829993391E10,3.956978716658599E10,3.983647301465349E10,4.012362786881025E10,4.282768814422854E10,4.372391053697162E10,4.377726913441924E10,4.448803547152899E10,4.4609713332550064E10
1308996.9389957471,1.180180951058472E8,8.790584543754534E8,1.3876759534275136E9,9.671550903756218E9,9.752779158547773E9,1.4785202114648458E10,1.7616467699761784E10,1.7670630893400883E10,1.8585210845141296E10,1.8938485958727303E10,1.9582225212832706E10,1.977189343511859E10,2.117829238449391E10,2.148245338033956E10,2.2276617740443256E10,2.38137747675361E10,2.3964848475517174E10,2.527092503949559E10,2.6795546433503113E10,2.7323929908396027E10,2.811063332241364E10,2.8324416660818058E10,2.8632778047861042E10,2.9130284654368725E10,2.9418999088074306E10,2.949924162203817E10,3.0404113271469395E10,3.0523272286719738E10,3.0913629092377777E10,3.1182353306361145E10,3.423247935470126E10,3.647910850366854E10,3.685972612510463E10,3.716562118936657E10,3.731960750896765E10,3.7625924188094376E10,3.773563167953321E10,3.790049575390283E10,3.796943793762558E10,3.829531043257057E10,3.888108678251352E10,3.9390678361133064E10,3.952735655229733E10,3.984288851913784E10,4.017006055937554E10,4.280980829149312E10,4.367024301349482E10,4.375843381689862E10,4.44606856001571E10,4.460954604673382E10
1570796.3267948967,1.6027129945575145E8,9.205983748760849E8,1.6493080216889584E9,9.677089328499706E9,9.779441899379314E9,1.471384108026333E10,1.7610063997302666E10,1.7691444315918728E10,1.8504350502511505E10,1.8922777006658817E10,1.9581907921058987E10,1.983246279868137E10,2.1185020516142666E10,2.1565354258645893E10,2.227591339574589E10,2.379962706902625E10,2.3980307968062172E10,2.5263534507925728E10,2.669124235402392E10,2.7320419873959072E10,2.8196559388379986E10,2.8279827553708683E10,2.8625114516374516E10,2.919987758434458E10,2.9435745387675438E10,2.9530115135732975E10,3.037896375846474E10,3.0518552897938522E10,3.0921231961977867E10,3.1248825572568962E10,3.422499564651432E10,3.637102995771514E10,3.680662994797589E10,3.700577498783567E10,3.734169259642518E10,3.760314775128198E10,3.7731954914206215E10,3.792341690475693E10,3.7955188128832085E10,3.833452753576814E10,3.893006601289558E10,3.948513633700163E10,3.952431964927251E10,3.985051647490138E10,4.021892233810971E10,4.278743168527925E10,4.360557007832524E10,4.3738666266500175E10,4.443108592236003E10,4.460938288967007E10
1832595.7145940461,2.1045493604914904E8,9.655105329868603E8,1.9132048806278977E9,9.684098693467764E9,9.809833159417782E9,1.4632517858560202E10,1.760220624227319E10,1.7714864707638233E10,1.8414900689606674E10,1.890358799426146E10,1.9581459088980373E10,1.990273605452291E10,2.1194047414297916E10,2.1657058341249725E10,2.2274982330495483E10,2.3785780573960495E10,2.399577011601436E10,2.5254799667927673E10,2.6581436438808605E10,2.732097704920607E10,2.8236031869867493E10,2.8278019270187492E10,2.8615103190380535E10,2.927088408768766E10,2.9458613943666588E10,2.9568215499212955E10,3.0355218558679314E10,3.0513997460041557E10,3.0930096190405617E10,3.1320693537779003E10,3.42161577164383E10,3.625469536566787E10,3.675189622437424E10,3.6835234922876E10,3.7365677645741104E10,3.757068826371988E10,3.772999387260277E10,3.788205942051182E10,3.799671565599266E10,3.83845381932876E10,3.898148020259006E10,3.9444658611636665E10,3.966054723093487E10,3.985981576257827E10,4.026920266865051E10,4.2760317475662155E10,4.3531548946297264E10,4.371821612032209E10,4.439989423397629E10,4.4609225481984695E10
2094395.1023931955,2.681435264175343E8,1.0142085372697948E9,2.1778457867579575E9,9.692508192634615E9,9.843714259877508E9,1.4542316847236729E10,1.75930902781581E10,1.7740292219353466E10,1.8318283919560974E10,1.8881167041843094E10,1.9580972970605145E10,1.9982016515920303E10,2.120518847113481E10,2.175622245781905E10,2.2273779117990883E10,2.3772271788651653E10,2.4011228606598602E10,2.5244699360055267E10,2.6468288761073383E10,2.732426489544426E10,2.819350429827908E10,2.835353647880669E10,2.8603157162022293E10,2.9337606850029404E10,2.9492312341705837E10,2.961404962355166E10,3.0333939289579254E10,3.0509516955892323E10,3.0940266778737038E10,3.1397042194418602E10,3.420597018490218E10,3.613153422388059E10,3.66568995328369E10,3.6697495258705925E10,3.7388653383549614E10,3.752682833269865E10,3.77290905308445E10,3.7848019949819016E10,3.802584144722892E10,3.844293437989392E10,3.90342136843643E10,3.940727049252049E10,3.9797322570989746E10,3.987125305496336E10,4.032028444669237E10,4.27282448074925E10,4.34494479649959E10,4.369767347392123E10,4.4367557293915E10,4.460907494831364E10
2356194.490192345,3.3297458667782634E8,1.0664974567529563E9,2.4425391395227623E9,9.702265965930765E9,9.880792705018993E9,1.444427601811406E10,1.7582825001210938E10,1.7767299705101475E10,1.8215733828820763E10,1.8855775758865635E10,1.9580532770563915E10,2.0069588596745197E10,2.121832136728282E10,2.186163502936995E10,2.227225415075532E10,2.3759136736865364E10,2.402668070957159E10,2.523318865377435E10,2.6353190713861275E10,2.7329449056838326E10,2.8152514633285557E10,2.842208097266718E10,2.858958999119016E10,2.939205618322508E10,2.9544133665580544E10,2.9667925581908943E10,3.031583975895284E10,3.0505138025990833E10,3.095179994241151E10,3.1477206343026577E10,3.4194439275482655E10,3.600273472759571E10,3.647265299995874E10,3.664423406110435E10,3.7408900559238976E10,3.747151789853874E10,3.772889204739319E10,3.782199323758186E10,3.804473176087335E10,3.8505912215535515E10,3.9087515890457756E10,3.937427936911394E10,3.988531682766666E10,3.993324120420433E10,4.037178127429718E10,4.2691039165422195E10,4.336037354821048E10,4.3677662566536644E10,4.433436548002591E10,4.460893275491955E10
2617993.8779914943,4.0461307865836E8,1.1220412746675751E9,2.7068814986971865E9,9.713334467731174E9,9.920731200890759E9,1.4339362401608692E10,1.7571491099922707E10,1.779557786799769E10,1.810830390662184E10,1.88276781004944E10,1.958021648838736E10,2.016473160247042E10,2.123336873653683E10,2.1972234201881073E10,2.227035466309791E10,2.3746410894532116E10,2.4042127002600056E10,2.5220184177245087E10,2.6237117465406986E10,2.7335980761195835E10,2.811320979173198E10,2.8483047131641567E10,2.857464673564967E10,2.9431614349882267E10,2.9616180704479412E10,2.9729836726037834E10,3.030139946152798E10,3.0500984869597485E10,3.0964774553771217E10,3.156067822619345E10,3.418157309155528E10,3.586923243614444E10,3.62837872842502E10,3.6592420088566315E10,3.7406274391466805E10,3.742534355433715E10,3.7729201451831436E10,3.780291705893087E10,3.805549594427072E10,3.8569655048094894E10,3.9140873518831696E10,3.934701168233439E10,3.990251963037982E10,4.006728054906592E10,4.0423446830654045E10,4.2648595012176605E10,4.326532963682061E10,4.365873550045176E10,4.43004762077405E10,4.460879953306639E10
2879793.2657906436,4.827345604575777E8,1.180488935988917E9,2.970594020082064E9,9.725686307029573E9,9.963156229571623E9,1.4228459650800385E10,1.7559159643344902E10,1.782491084470191E10,1.7996883843438015E10,1.8797138466892857E10,1.958010012484062E10,2.0266733724643715E10,2.1250284705440544E10,2.208710490674106E10,2.2268025785433754E10,2.3734129225959484E10,2.405757117738418E10,2.5205541036351643E10,2.6120840466262535E10,2.7343472426123646E10,2.807566006768882E10,2.853624921177949E10,2.855852529768594E10,2.9461866267585773E10,2.9702469261193058E10,2.979937106647428E10,3.02909280442438E10,3.049728873290588E10,3.097930501721282E10,3.1647047715423588E10,3.4167381845508347E10,3.573174632621746E10,3.609124113296218E10,3.654216149240232E10,3.733316396389417E10,3.743727038073419E10,3.772990446546598E10,3.778905691343094E10,3.805956847277665E10,3.8630969891344185E10,3.919392755280275E10,3.932680242362274E10,3.9923384364228004E10,4.019864463027917E10,4.047512365513918E10,4.260089091083236E10,4.3165243926780235E10,4.364133013866361E10,4.42659144759049E10,4.460867143027137E10
3141592.6535897935,5.670181317724217E8,1.2415142418769965E9,3.233459123367236E9,9.739301037383162E9,1.0007665600142576E10,1.4112364396708519E10,1.7545899012992565E10,1.7855157973892563E10,1.788222010745762E10,1.876442258652764E10,1.958025920515278E10,2.0374904342230267E10,2.126904562965942E10,2.220546427930732E10,2.2265211603308754E10,2.372232645234317E10,2.4073019912145046E10,2.5189015501339844E10,2.600506991468872E10,2.7351630339816067E10,2.8039886522127228E10,2.8541389965807312E10,2.858188438342642E10,2.9488072841731274E10,2.979741548676717E10,2.9875654710474224E10,3.0284597584688305E10,3.049443079781943E10,3.0995557323499805E10,3.1735962375488026E10,3.4151877990819378E10,3.5590827597455376E10,3.58957401365162E10,3.649349188972509E10,3.725400656805154E10,3.74441841091351E10,3.77309326627101E10,3.7778843147546585E10,3.8057771158800766E10,3.868734655433122E10,3.924642035927716E10,3.931490818719159E10,3.9948413985300934E10,4.03266616275778E10,4.052671325702712E10,4.254799480552097E10,4.306099243334907E10,4.362575769246816E10,4.4230553836924225E10,4.4608517727672035E10
3403392.041388943,6.571441664751028E8,1.304827671971382E9,3.495291638747998E9,9.754162794784714E9,1.0053835005164421E10,1.3991788409266958E10,1.753177782686763E10,1.7764937391626198E10,1.7886237477418232E10,1.8729798733231598E10,1.9580769369694088E10,2.0488583490828144E10,2.1289643928566936E10,2.2261856196520798E10,2.23266421770551E10,2.371103770820662E10,2.40884828336378E10,2.517020333651364E10,2.5890576213439888E10,2.7360218541433056E10,2.8005877933993095E10,2.852338005307482E10,2.8620452478239826E10,2.9512794389401817E10,2.989818840141456E10,2.995730068943765E10,3.0282456844660156E10,3.0493036448083893E10,3.1013770803643238E10,3.182709857353971E10,3.4135076179712784E10,3.5446904231595566E10,3.569788379449542E10,3.644641931835778E10,3.717015004592679E10,3.74457136877516E10,3.773224383850411E10,3.777112443721315E10,3.805059118604622E10,3.873691352770387E10,3.92981616443458E10,3.931233129604823E10,3.997804636286608E10,4.045070755294241E10,4.057815798324967E10,4.249005946254879E10,4.295343110580642E10,4.361220822020419E10,4.419407704269525E10,4.460780919749311E10
3665191.4291880922,7.527943064703978E8,1.3701776813740184E9,3.755924034321182E9,9.77025856566668E9,1.0101223755779741E10,1.3867364205578306E10,1.7516866279902634E10,1.7645558766759136E10,1.791811189610852E10,1.8693538486801655E10,1.9581706482048332E10,2.060714813562992E10,2.131208396163631E10,2.225790463734281E10,2.245006051457677E10,2.3700299839098614E10,2.41039726165647E10,2.5148437109153084E10,2.5778327874085274E10,2.7369039412333935E10,2.7973601715886745E10,2.8504615643406322E10,2.865264985875229E10,2.953715034637196E10,3.0003434944305435E10,3.0042275218792915E10,3.0284451453857647E10,3.0494162840184967E10,3.1034288942365227E10,3.1920137490231777E10,3.411699291554214E10,3.530031656363197E10,3.549820473054767E10,3.640094398841916E10,3.708253373052861E10,3.7441553891144196E10,3.773381042515692E10,3.77651230981788E10,3.803844422426866E10,3.877848987431356E10,3.931957630767033E10,3.934900603357023E10,4.001260003838692E10,4.057013804913817E10,4.062942954638023E10,4.242731025696149E10,4.284343946251954E10,4.3600767198043236E10,4.415591394436506E10,4.457421969339714E10
3926990.8169872416,8.536524510653789E8,1.4373478998922503E9,4.015198136484538E9,9.78757688426324E9,1.0149379878273132E10,1.373965241253032E10,1.750123677382152E10,1.752452349083289E10,1.795077567487283E10,1.8655916872306404E10,1.958314650857053E10,2.0730015399465107E10,2.1336379185492798E10,2.2253303931885098E10,2.257521283814404E10,2.369015381815444E10,2.4119505296595345E10,2.5122620071704224E10,2.5669679204930824E10,2.7377923287632645E10,2.794301119524429E10,2.84852016329452E10,2.867926452087501E10,2.956165242474711E10,3.011243674275498E10,3.012746908953932E10,3.0290551500696003E10,3.049965901474181E10,3.1057603493516857E10,3.201474106566772E10,3.409764565620584E10,3.515134446731801E10,3.529721500216737E10,3.6357063647038795E10,3.699180875572139E10,3.7431425390781876E10,3.773561078096452E10,3.7760329459885376E10,3.802185279717573E10,3.881168010913147E10,3.9336443651523384E10,3.93988378148999E10,4.0052221528283844E10,4.06805214224377E10,4.068421309817381E10,4.236002856921135E10,4.273198335859923E10,4.3591437585951935E10,4.4115158600409225E10,4.452364053894944E10
4188790.204786391,9.594060979751844E8,1.506152890490735E9,4.2729601267175994E9,9.806106802068186E9,1.0197844734693855E10,1.3609149759608559E10,1.7402202165653E10,1.748496418268574E10,1.7984245078236965E10,1.8617211919026207E10,1.9585165311321205E10,2.08566431610472E10,2.1362550089664417E10,2.224800389588249E10,2.270164379619817E10,2.3680649269730556E10,2.4135100916822197E10,2.5090989301907177E10,2.5566620961629402E10,2.738672298191074E10,2.791405062187428E10,2.8465230732994343E10,2.870109262087308E10,2.958655060249149E10,3.0207256198852253E10,3.0224757130446533E10,3.0301606084923508E10,3.051277259771223E10,3.10844161388748E10,3.2110522578978893E10,3.4077050866875412E10,3.500022852097373E10,3.509545025718543E10,3.63147742856688E10,3.689843641469155E10,3.741505559111567E10,3.7737618059378944E10,3.775641929422188E10,3.80015260080913E10,3.8836841809899765E10,3.936202232512361E10,3.944756009310827E10,4.0096847661985016E10,4.073144353504771E10,4.079199761701439E10,4.2288533506640434E10,4.2620209679566284E10,4.358416284906575E10,4.407048726752655E10,4.44692181261045E10
4450589.59258554,1.0697477057488121E9,1.576433629309434E9,4.529057310039046E9,9.825837010564009E9,1.0246157310189913E10,1.3476297009991392E10,1.727890934033967E10,1.746812590300118E10,1.8018550343515404E10,1.8577703727867855E10,1.9587838432982365E10,2.098652851018378E10,2.1390622589896137E10,2.2241957967794094E10,2.2828926205313446E10,2.367185332822279E10,2.4150784702588406E10,2.5050910333188877E10,2.547199499215214E10,2.7395310976572216E10,2.7886658701316566E10,2.844478580626825E10,2.8718883608057964E10,2.961197487375809E10,3.0267884568996937E10,3.032447513112157E10,3.0340094237212025E10,3.0538599987130085E10,3.1115718036569157E10,3.22070042919244E10,3.405521987353984E10,3.4847188228009186E10,3.4893522426845314E10,3.627406930052988E10,3.680275513614884E10,3.7392183468996315E10,3.773977298004494E10,3.775321765027527E10,3.79783489729261E10,3.885483924810979E10,3.9394941406197586E10,3.949508661806932E10,4.014619412511534E10,4.078221829057607E10,4.0892214865048775E10,4.221316231207811E10,4.250959535933284E10,4.357884779232951E10,4.402014714330889E10,4.441336004013714E10
4712388.98038469,1.1843759113951125E9,1.6480532112684188E9,4.783335894941879E9,9.846755024711489E9,1.0293858296385084E10,1.3341486441874958E10,1.7154913846898497E10,1.745080175803843E10,1.8053729803022655E10,1.8537673131504887E10,1.959124091581136E10,2.1119204483086254E10,2.1420626674440178E10,2.223512398369286E10,2.2956629661838005E10,2.3663869372318718E10,2.4166589096046707E10,2.4999129534206898E10,2.5389248529975914E10,2.740357799176464E10,2.7860771139764458E10,2.842394174788218E10,2.8733311104482403E10,2.963799728247759E10,3.0294009173964542E10,3.036748854014146E10,3.0458214824262634E10,3.058203841178472E10,3.1152872342795616E10,3.230354896091136E10,3.4032149555631405E10,3.469219605099638E10,3.469244184522157E10,3.623493831436811E10,3.67050236459918E10,3.73625887711917E10,3.774187927409154E10,3.775076300762078E10,3.7953305591915474E10,3.886669962016043E10,3.9433734230579704E10,3.954133513407246E10,4.0199773458328186E10,4.0832877390228035E10,4.098302104305886E10,4.213424574068797E10,4.2402185805481285E10,4.357537555140619E10,4.3962149069669395E10,4.4358795947475716E10
